created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,quoted_status_id,quoted_status_id_str
22/05/2022,1.52844E+18,1.52844E+18,"#health Links to HANDLING DIABETES #bloodsugar #diabetes #coronavirus #covid19 #pandemic #curing_diabetes
https://t.co/tveMdMX17b
https://t.co/i0cIkK4PMx",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
22/05/2022,1.52839E+18,1.52839E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 54 https://t.co/3tailB0d7j",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
22/05/2022,1.52837E+18,1.52837E+18,"Our 🌎 can’t afford to fall farther behind on #diabetes care, #cancer screenings, or critical services disrupted by #COVID19.

This #WHA75 is crucial given the increased focus on integrating #NCD care into future emergency responses.",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,1,4,FALSE,FALSE,en,,,
22/05/2022,1.52831E+18,1.52831E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 02 https://t.co/KGMTGZiWqg",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
22/05/2022,1.52828E+18,1.52828E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 01 https://t.co/62MzlPBTPY",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52813E+18,1.52813E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 09 https://t.co/juLxaPwEFY",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52807E+18,1.52807E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 57",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52801E+18,1.52801E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 06 https://t.co/qfybPISqF0",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.528E+18,1.528E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 58",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,1,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52798E+18,1.52798E+18,COVID-19 leading cause of death in people with diabetes in fourth quarter of 2020 https://t.co/MkQrToj1xE,FALSE,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,,,,FALSE,1,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52794E+18,1.52794E+18,"ACE2 enzyme - which we lose with COVID19 virus

Good slide which shows the effects of long covid due to virus still living in nose &amp; gut

Also why think SGLT2i offered some protection during COVID
When we were all very worried about eDKA 

@GoggleDocs #diabetes #covid https://t.co/jhPVBEZ0VP",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,FALSE,2,6,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52794E+18,1.52794E+18,COVID 19 to complicate Gestational diabetes mellitus:CRONOS Study #COVID19 #Gestational #diabetes #gestationaldiabetes #mellitusdiagnosis #bodymassindex #BMI #insulin #insulintreatment #CRONOSStudy https://t.co/EcTt3PomaU,FALSE,"<a href=""https://hocalwire.com"" rel=""nofollow"">Hocalwire Social Share</a>",,,,,,,FALSE,0,1,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52792E+18,1.52792E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 10 https://t.co/hHqjbORab4",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52788E+18,1.52788E+18,"We’re Right Where You Need Us
https://t.co/aUQ93qFsJ4 | +443333053358
#slough #sloughtownfc #sloughtown #sloughi #windsor #windsorcastle #diabetes #physician #generalphysician
#hospital #covid19 #medical #medicine #bloodtest #GP
#doctor #health #healthcare #surgery #coronavirus https://t.co/bGJK9FFsVb",FALSE,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52787E+18,1.52787E+18,"Deciphering ADA 2021: COVID-19 and Diabetes—An Update by Dr. Arundhati Dasgupta.
#trd #ADA2021 #covid19 #diabetes
Watch full video here: https://t.co/2roXwv1I9u https://t.co/gVfe2fsP69",FALSE,"<a href=""https://social.zoho.com"" rel=""nofollow"">Zoho Social</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
21/05/2022,1.52787E+18,1.52787E+18,"Some tips to keep in mind on how to prevent #diabetes
https://t.co/xbqhLy5WEL
#SaturdayMorning #endocrinology #diabetes #metabolism #thyroid #adrenalinefatigue #Mentalhealth #COVID19 #osteoporosis #obesity #sepsis #hormones #naturaltherapies #clinicaltrials https://t.co/PxXt6QTj9M",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,1,1,FALSE,FALSE,en,FALSE,,
20/05/2022,1.5278E+18,1.5278E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 52 https://t.co/Re10CMtbbJ",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,1,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52777E+18,1.52777E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 04 https://t.co/Cf2WAvBOH5",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,1,2,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52777E+18,1.52777E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 53 https://t.co/RkPOyxo4uG",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52776E+18,1.52776E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 07 https://t.co/kewqqU8Ph0",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52774E+18,1.52774E+18,Those Who Had Mild COVID-19 Cases May Be at Higher Risk of Diabetes https://t.co/6qfvZrKALQ #COVID19 #Diabetes,FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52773E+18,1.52773E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 51 https://t.co/lHRLNdLGiX",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52773E+18,1.52773E+18,"Dr @DrTariqChauhan describing the great work taking place @1BMHC to tackle #healthcare #inequalities within the local #muslim community including #diabetes, #stroke, #covid19, #mentalhealth etc https://t.co/vBkJbdK1DJ",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,FALSE,6,26,FALSE,FALSE,en,FALSE,,
20/05/2022,1.5277E+18,1.5277E+18,"More than 90% of those infected with COVID-19 show no symptoms
but the rest of the infected cases had either Type 2 diabetes, cardiovascular diseases, hypertension, and/or cancer, which means people with obesity  show severe symptoms.
#paraphrase
#COVID19
https://t.co/ZEtNx7f4jE",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52769E+18,1.52769E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 03 https://t.co/wqisuXDVAs",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52768E+18,1.52768E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 08 https://t.co/LxujIkXx7K",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,1,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52768E+18,1.52768E+18,"The pandemic was associated with a rise in #Type2Diabetes in kids, but it’s unclear whether it was caused by the infection, increased stress levels or changes in dietary and physical habits. Here’s what we do know about the impact of #COVID19. https://t.co/5337nvJgil",FALSE,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,FALSE,3,3,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52766E+18,1.52766E+18,"76% of Long COVID Patients Were Not Hospitalized for Their Infection: Breathing abnormalities, cough, fatigue/malaise most common post-COVID symptoms, with hypertensive diseases, chest pain, anxiety, asthma, type 2 diabetes, and heartbeat abnormalities    https://t.co/Afv976lT4d",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,0,1,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52766E+18,1.52766E+18,"COVID-19 leading cause of death in people with diabetes in fourth quarter of 2020

https://t.co/vMFoqmrbog",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,FALSE,3,5,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52765E+18,1.52765E+18,"Eating fruits and vegetables can reduce a person's risk of developing heart disease, cancer, inflammation, and diabetes.

#Health #benefits #fruits #COVID19 #coronavirus #USA #UK https://t.co/ZlLP9fNiX1",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,0,2,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52761E+18,1.52761E+18,COVID-19 and diabetes: @DoctorValWilson outlines what you need to know about onset and challenges in management  @RCNGPNForum  @RCNDNForum @RCNANPForum @weGPNs @WeDistrictNurse @OurDiabetes @diabetespc @DiabetesUKProf  https://t.co/lDcWWHr3KP,FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,1,1,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52758E+18,1.52758E+18,"Our 🌎 can’t afford to fall farther behind on #diabetes care, #cancer screenings or critical services disrupted by #COVID19
#WHA75 is crucial given the increased focus on integrating #NCD care into future emergency responses.
@HelmsleyTrust @GinaAgios @Mukul_Bhola @WorldDiabetesF https://t.co/tilbPzRu0g",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,2,5,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52758E+18,1.52758E+18,"COVID-19 leading cause of death in people with diabetes in fourth quarter of 2020

For more up-to-date medical headlines, visit https://t.co/8ugyCPRjur
#MedicalNews #MedTwitter #MedEd #MedNews
https://t.co/fcTR7QUDZZ",FALSE,"<a href=""https://automate.io"" rel=""nofollow"">Automate.io</a>",,,,,,,FALSE,2,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52758E+18,1.52758E+18,"COVID-19 leading cause of death in people with diabetes in fourth quarter of 2020

More medical news at https://t.co/pvWdUgzL00
#Epidemiology #MedTwitter #MedEd #MedNews
https://t.co/OM4SWyAP3Z",FALSE,"<a href=""https://automate.io"" rel=""nofollow"">Automate.io</a>",,,,,,,FALSE,2,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52758E+18,1.52758E+18,"In the last 3 months of 2020, the percentage of people with diabetes who died of #COVID19 was roughly the same as those who died of diabetes-related causes or CVD. @StanfordMed @ADA_Pubs https://t.co/FXcGT2I2G7",FALSE,"<a href=""https://www.healio.com"" rel=""nofollow"">Healio Twitter</a>",,,,,,,FALSE,0,1,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52758E+18,1.52758E+18,"In the last 3 months of 2020, the percentage of people with diabetes who died of #COVID19 was roughly the same as those who died of diabetes-related causes or CVD. @StanfordMed @ADA_Pubs https://t.co/J3BIppGv99",FALSE,"<a href=""https://www.healio.com"" rel=""nofollow"">Healio Twitter</a>",,,,,,,FALSE,0,2,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52751E+18,1.52751E+18,"#Sepsis #treatment: Effect of Vitamin C on Patient Outcomes
https://t.co/7XtW1Caabv 
#fridaymorning #endocrinology #diabetes #metabolism #thyroid #adrenalinefatigue #Mentalhealth #COVID19 #obesity #sepsis #osteoporosis #hormones #naturaltherapies #clinicaltrials https://t.co/0r3vLbg4WM",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,1,1,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52749E+18,1.52749E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U https://t.co/oAY39ShSck",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,1,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52748E+18,1.52748E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 05 https://t.co/CcGDCmWLVU",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
20/05/2022,1.52744E+18,1.52744E+18,"THE SCIENCE IS SETTLED

https://t.co/ioi5UhVp0L",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,FALSE,38,337,FALSE,FALSE,en,FALSE,,
19/05/2022,1.52742E+18,1.52742E+18,"Another bad CoVid case: Female, 32, a runner but w/child onset diabetes, nursing her 8 mo. Lives in OK, where non existent treatments. Digging thru research now- any ideas to send please let me know. Thanks #COVID19 #research #antibodies @citlanx @michaelmina_lab @EricTopol",FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,FALSE,0,1,FALSE,FALSE,en,,,
19/05/2022,1.5274E+18,1.5274E+18,"READ MY NEW OP-ED: IRREVERSIBLE – Many Effects Of COVID19 Are Permanent
Evidence shows that COVID19 may cause extreme damage to the brain, kidneys, lungs, liver, heart, &amp; can cause amputations from blood clots, onset diabetes,&amp; erectile dysfunction.
https://t.co/shBvjpzR9U 55 https://t.co/nW98R6JSxd",FALSE,"<a href=""https://www.socialjukebox.com"" rel=""nofollow"">The Social Jukebox</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
19/05/2022,1.52739E+18,1.52739E+18,#IDFPodcast - Join host @not_defeated as she welcomes Drs. @gillianlbooth &amp; @pandoralucrezia for an in-depth discussion on the connections between #Covid19 and #diabetes. Listen on Spotify: https://t.co/04dXFAI1uj https://t.co/0sa99c4SAw,FALSE,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",,,,,,,FALSE,1,4,FALSE,FALSE,en,FALSE,,
19/05/2022,1.52737E+18,1.52737E+18,"‘Hard to believe’: Scientists alarmed by COVID’s diabetes link, particularly in children https://t.co/hQjNirnun5",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
19/05/2022,1.52737E+18,1.52737E+18,"‘Hard to believe’: Scientists alarmed by COVID’s diabetes link, particularly in children https://t.co/TQ1xxsewts",FALSE,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,FALSE,0,0,FALSE,FALSE,en,FALSE,,
19/05/2022,1.52737E+18,1.52737E+18,"“It took a while to convince me,” said Al-Aly, who directs the clinical epidemiology center at the Veterans Affairs St. Louis Health Care System in Missouri. “It was hard to believe that Covid could be doing this.”

#LongCovid #Diabetes 
 https://t.co/aZ5QOr5ao0",FALSE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,FALSE,1,3,FALSE,FALSE,en,FALSE,,
